age,job,marital,education,X2,X4,X3,X1,device,day,month,time_spent,banner_views,days_elapsed_old,banner_views_old,outcome_old,y
31,technician,married,secondary,0,671,0,0,cellular,2,feb,119,2,175.0,2,failure,0
47,management,single,tertiary,0,86,0,0,cellular,30,apr,387,3,87.0,1,success,0
46,technician,divorced,tertiary,0,0,0,0,cellular,28,jan,1199,2,369.0,0,unknown,0
56,entrepreneur,married,tertiary,0,-124,1,0,unknown,15,may,374,5,430.0,0,unknown,1
58,admin.,divorced,secondary,0,3337,1,0,telephone,8,oct,369,2,690.0,3,failure,1
41,blue-collar,married,secondary,0,1384,1,0,cellular,20,apr,106,4,340.0,4,success,1
43,management,divorced,tertiary,0,2367,0,0,cellular,22,mar,173,2,181.0,4,success,1
59,services,married,secondary,0,968,0,0,cellular,9,feb,105,2,387.0,0,unknown,1
31,management,married,tertiary,0,3,1,1,cellular,11,feb,331,1,370.0,0,unknown,1
32,services,single,tertiary,0,748,1,0,cellular,18,may,166,2,357.0,2,other,1
21,student,single,secondary,0,357,0,0,cellular,2,sep,115,3,745.0,0,unknown,0
28,admin.,single,secondary,0,27,0,0,cellular,27,aug,294,1,361.0,0,unknown,1
53,admin.,married,secondary,0,172,0,0,cellular,19,aug,80,6,372.0,0,unknown,0
29,blue-collar,married,unknown,0,135,1,0,unknown,23,may,150,6,364.0,0,unknown,0
50,blue-collar,married,secondary,0,326,0,0,cellular,28,aug,157,9,343.0,0,unknown,0
49,blue-collar,single,unknown,0,2222,0,0,unknown,16,jun,114,2,426.0,0,unknown,0
28,services,single,secondary,0,458,0,0,cellular,18,jul,328,3,426.0,0,unknown,0
26,management,single,tertiary,0,1004,1,0,unknown,30,may,228,2,370.0,0,unknown,1
40,unemployed,married,tertiary,0,2135,1,0,cellular,5,feb,171,5,230.0,1,failure,0
26,student,single,unknown,0,598,0,0,cellular,6,mar,136,1,541.0,0,unknown,1
24,student,single,secondary,0,822,0,0,cellular,27,oct,184,1,91.0,2,failure,0
46,management,married,secondary,0,700,0,1,cellular,7,jul,136,1,415.0,0,unknown,1
38,services,single,tertiary,0,1418,0,0,cellular,29,jan,52,1,805.0,0,unknown,0
33,admin.,married,secondary,0,89,0,0,telephone,10,jul,524,3,365.0,0,unknown,0
31,entrepreneur,single,tertiary,1,-405,1,1,cellular,21,nov,846,1,100.0,2,success,0
28,blue-collar,single,unknown,0,913,1,0,unknown,27,may,580,2,371.0,0,unknown,0
46,retired,married,primary,0,270,1,1,cellular,29,jan,133,1,355.0,0,unknown,1
40,technician,married,secondary,0,17,0,0,telephone,17,nov,192,1,357.0,0,unknown,1
28,student,single,secondary,0,101,0,0,cellular,28,jan,90,1,368.0,0,unknown,1
27,management,single,tertiary,0,99,1,0,unknown,4,jun,767,2,350.0,0,unknown,0
37,housemaid,married,secondary,0,723,0,0,telephone,28,jan,39,1,346.0,0,unknown,1
36,blue-collar,married,secondary,0,0,1,0,unknown,6,may,337,1,349.0,0,unknown,1
38,self-employed,married,secondary,0,746,0,0,unknown,20,jun,256,3,459.0,0,unknown,0
50,blue-collar,married,primary,1,354,1,0,unknown,7,may,123,2,871.0,0,unknown,0
49,admin.,divorced,secondary,0,132,1,0,cellular,15,may,98,1,350.0,1,failure,1
47,blue-collar,married,primary,0,881,1,0,cellular,14,may,143,1,370.0,2,failure,0
54,management,married,tertiary,0,5927,0,0,cellular,6,feb,256,2,346.0,0,unknown,0
23,student,single,secondary,0,318,1,0,unknown,9,may,545,2,361.0,0,unknown,0
35,technician,single,secondary,0,183,0,0,cellular,23,oct,281,1,52.0,4,failure,0
25,management,single,tertiary,0,316,0,0,cellular,27,mar,347,2,389.0,0,unknown,0
28,management,single,tertiary,0,-386,1,0,cellular,18,may,59,2,603.0,0,unknown,0
51,services,married,secondary,0,276,0,0,cellular,26,aug,217,2,831.0,0,unknown,1
31,unemployed,married,tertiary,0,330,0,0,cellular,13,jul,309,1,181.0,3,success,0
41,technician,married,secondary,0,636,1,0,cellular,21,nov,1055,1,177.0,1,other,0
28,self-employed,single,tertiary,0,159,0,0,cellular,16,nov,449,2,33.0,4,success,0
37,entrepreneur,married,secondary,0,46,0,1,cellular,19,aug,119,4,356.0,0,unknown,0
33,technician,single,secondary,0,3499,1,0,cellular,11,may,143,3,356.0,1,other,1
51,services,married,secondary,0,434,0,0,cellular,5,aug,513,2,430.0,0,unknown,0
46,unemployed,divorced,primary,0,23,0,0,cellular,21,nov,344,1,366.0,0,unknown,1
48,management,married,tertiary,1,0,0,1,unknown,18,jun,103,1,352.0,0,unknown,0
30,blue-collar,single,secondary,0,80,1,1,cellular,5,may,145,1,337.0,4,failure,1
30,services,single,secondary,0,346,1,0,cellular,6,may,87,3,345.0,5,other,0
41,unknown,married,primary,0,526,0,0,unknown,26,may,151,3,351.0,0,unknown,0
28,student,single,secondary,0,196,0,0,cellular,2,jul,423,3,357.0,0,unknown,0
36,management,single,tertiary,0,171,0,0,unknown,17,jun,398,4,353.0,0,unknown,0
38,blue-collar,divorced,secondary,0,0,1,0,cellular,11,may,580,1,173.0,1,failure,0
58,management,married,tertiary,0,299,0,0,cellular,16,jul,120,4,355.0,0,unknown,0
40,management,married,tertiary,0,1777,1,0,cellular,18,nov,81,4,351.0,0,unknown,0
26,student,single,unknown,0,603,0,0,cellular,28,oct,73,1,558.0,0,unknown,0
40,technician,divorced,secondary,0,-1,0,0,unknown,9,jun,24,1,370.0,0,unknown,0
42,technician,married,unknown,0,-401,1,0,telephone,29,aug,145,2,356.0,0,unknown,1
36,technician,single,tertiary,0,3241,1,1,cellular,17,apr,1184,2,385.0,0,unknown,0
35,management,married,tertiary,0,71,0,1,cellular,26,aug,78,4,371.0,0,unknown,0
36,blue-collar,married,secondary,0,866,1,0,cellular,16,apr,344,1,479.0,0,unknown,1
55,services,married,secondary,0,1989,0,0,cellular,28,apr,139,2,365.0,0,unknown,0
32,management,single,tertiary,0,131,0,0,unknown,3,jun,267,3,344.0,0,unknown,0
42,technician,divorced,secondary,0,0,1,0,unknown,28,may,471,2,345.0,0,unknown,0
44,technician,married,tertiary,0,-948,1,1,cellular,9,jul,129,2,344.0,0,unknown,1
69,retired,divorced,secondary,0,6850,0,0,telephone,3,sep,2055,1,370.0,0,unknown,1
44,technician,divorced,secondary,0,242,0,0,cellular,25,aug,69,4,356.0,0,unknown,1
56,technician,married,secondary,0,3931,0,0,cellular,14,apr,115,1,349.0,0,unknown,0
58,blue-collar,married,secondary,0,381,0,0,cellular,11,nov,79,4,366.0,0,unknown,0
44,technician,single,secondary,0,250,0,0,telephone,2,mar,382,2,558.0,0,unknown,1
36,self-employed,married,secondary,0,351,1,0,cellular,17,apr,1554,3,343.0,2,failure,0
39,entrepreneur,married,secondary,0,0,0,0,unknown,20,jun,375,1,344.0,0,unknown,1
38,admin.,divorced,secondary,0,19,1,0,unknown,30,may,604,2,361.0,0,unknown,0
41,blue-collar,married,secondary,0,49,1,0,cellular,15,may,342,2,359.0,0,unknown,0
53,blue-collar,married,primary,0,306,0,0,cellular,28,jul,388,3,181.0,1,success,0
41,technician,married,secondary,0,923,1,0,cellular,7,jul,141,3,369.0,0,unknown,1
58,blue-collar,married,secondary,0,0,0,0,unknown,5,jun,267,2,362.0,0,unknown,1
57,entrepreneur,married,secondary,0,1888,0,0,cellular,20,nov,80,1,363.0,0,unknown,0
39,unemployed,married,secondary,0,1654,0,0,unknown,20,jun,264,6,349.0,0,unknown,0
39,management,married,tertiary,0,894,1,0,cellular,20,apr,491,1,326.0,1,other,0
32,entrepreneur,divorced,secondary,0,-934,1,0,cellular,18,nov,50,1,366.0,0,unknown,1
54,housemaid,married,primary,0,127,0,0,cellular,19,aug,176,4,358.0,0,unknown,0
45,management,single,tertiary,0,1411,0,0,cellular,7,sep,800,2,102.0,3,failure,0
36,technician,single,secondary,0,54,0,0,cellular,22,may,563,1,347.0,0,unknown,0
35,management,single,tertiary,0,916,1,0,cellular,14,may,460,2,360.0,0,unknown,0
45,management,married,tertiary,0,242,0,0,cellular,30,apr,587,1,390.0,0,unknown,0
31,management,married,tertiary,0,131,0,0,cellular,18,feb,332,2,356.0,0,unknown,1
50,services,married,secondary,0,128,0,0,cellular,19,aug,173,1,371.0,0,unknown,0
47,technician,married,secondary,0,834,0,1,cellular,21,nov,902,1,133.0,2,other,0
40,management,single,unknown,0,838,1,0,unknown,12,may,619,3,350.0,0,unknown,0
74,retired,married,primary,0,0,0,0,telephone,4,sep,113,1,366.0,0,unknown,0
31,services,single,secondary,0,-250,0,1,cellular,29,jan,207,2,358.0,0,unknown,1
34,blue-collar,married,secondary,0,2305,1,0,cellular,18,nov,301,1,357.0,0,unknown,1
58,management,married,tertiary,0,5680,0,0,unknown,18,jun,114,1,369.0,0,unknown,0
54,admin.,married,tertiary,0,59,1,0,cellular,10,jul,268,1,461.0,0,unknown,0
29,admin.,divorced,secondary,0,2,0,1,cellular,29,jan,220,1,344.0,0,unknown,1
46,technician,married,secondary,0,15120,0,0,cellular,21,nov,27,3,108.0,3,other,0
40,management,single,tertiary,0,269,1,0,cellular,27,aug,97,4,349.0,0,unknown,0
35,technician,single,secondary,0,1861,1,0,unknown,20,may,297,1,349.0,0,unknown,1
59,management,single,tertiary,0,684,0,0,cellular,13,aug,48,13,350.0,0,unknown,0
40,housemaid,married,secondary,0,864,0,0,cellular,14,aug,36,2,354.0,0,unknown,1
45,admin.,married,unknown,0,13562,1,0,telephone,20,apr,16,12,431.0,0,unknown,0
43,admin.,married,secondary,0,372,1,0,unknown,27,may,162,1,345.0,0,unknown,1
41,housemaid,married,secondary,0,13,0,0,cellular,11,aug,155,4,372.0,0,unknown,1
42,management,single,tertiary,0,10561,0,0,unknown,16,may,243,2,357.0,0,unknown,0
24,student,single,secondary,0,382,0,0,cellular,13,aug,103,1,105.0,2,success,0
28,management,single,tertiary,0,-328,1,0,telephone,2,feb,318,2,353.0,0,unknown,1
45,admin.,divorced,secondary,0,1201,0,0,cellular,30,jul,652,2,371.0,0,unknown,1
35,admin.,single,secondary,0,1087,0,0,cellular,5,feb,110,1,359.0,0,unknown,1
40,housemaid,married,secondary,0,1050,0,0,cellular,12,aug,117,2,364.0,0,unknown,1
29,management,married,tertiary,0,54,0,0,cellular,28,jan,873,3,363.0,0,unknown,0
37,blue-collar,single,secondary,0,2580,1,0,cellular,18,jul,300,3,344.0,0,unknown,1
32,management,single,tertiary,0,124,0,0,cellular,4,feb,87,2,421.0,0,unknown,1
47,services,married,secondary,0,2070,1,1,unknown,26,may,136,1,359.0,0,unknown,0
33,blue-collar,married,primary,0,359,1,1,cellular,16,apr,130,1,148.0,1,failure,0
41,admin.,married,secondary,0,338,1,0,unknown,16,may,121,1,358.0,0,unknown,1
55,retired,married,secondary,0,188,0,0,unknown,14,may,139,2,369.0,0,unknown,0
34,blue-collar,married,secondary,0,490,1,0,unknown,20,jun,55,12,370.0,0,unknown,0
38,admin.,married,secondary,0,1116,1,1,unknown,16,jun,406,2,345.0,0,unknown,0
47,management,divorced,tertiary,0,2515,0,0,unknown,20,jun,40,3,368.0,0,unknown,1
39,management,married,tertiary,0,2666,0,0,cellular,7,aug,96,2,426.0,0,unknown,1
46,services,married,secondary,0,451,1,1,cellular,13,may,389,4,366.0,0,unknown,0
53,management,divorced,secondary,0,112,0,1,cellular,11,aug,246,3,357.0,0,unknown,0
36,blue-collar,divorced,primary,0,3202,1,0,cellular,20,nov,690,3,183.0,2,failure,0
40,self-employed,married,tertiary,0,355,1,0,cellular,17,jul,1390,2,370.0,0,unknown,0
44,technician,married,secondary,0,1371,0,0,cellular,7,aug,159,3,683.0,0,unknown,0
26,student,single,unknown,0,-41,1,0,unknown,8,may,229,2,343.0,0,unknown,0
59,retired,married,secondary,0,26,0,0,cellular,18,feb,92,3,359.0,0,unknown,0
48,admin.,married,secondary,0,8,0,1,cellular,7,jul,46,1,360.0,0,unknown,0
58,admin.,divorced,secondary,0,1947,0,0,telephone,26,oct,228,1,357.0,0,unknown,0
45,technician,married,secondary,0,1412,1,0,cellular,11,may,764,4,363.0,0,unknown,1
41,technician,single,tertiary,0,1646,1,0,cellular,5,may,258,1,90.0,7,success,1
46,entrepreneur,married,tertiary,0,0,1,1,cellular,6,may,37,1,364.0,0,unknown,1
76,retired,married,primary,0,2632,0,0,cellular,28,aug,368,2,363.0,0,unknown,0
43,services,divorced,unknown,0,2363,1,0,cellular,17,nov,229,1,374.0,0,unknown,1
42,services,divorced,secondary,0,108,0,0,cellular,25,jul,360,13,349.0,0,unknown,0
42,technician,married,unknown,0,254,1,0,cellular,9,apr,241,1,336.0,1,failure,1
32,services,married,secondary,0,28,1,0,cellular,13,may,88,1,370.0,1,failure,1
46,technician,single,secondary,0,5862,0,0,cellular,1,jun,84,1,370.0,0,unknown,0
62,management,divorced,tertiary,0,1619,0,0,cellular,19,oct,534,1,364.0,0,unknown,0
48,services,divorced,secondary,0,-361,1,0,cellular,12,may,1062,3,349.0,3,other,0
38,technician,single,unknown,0,1923,0,0,cellular,30,jul,331,4,371.0,0,unknown,0
54,retired,married,secondary,0,2950,0,0,cellular,11,aug,45,2,359.0,0,unknown,0
36,technician,married,secondary,0,319,1,0,cellular,29,jan,29,1,266.0,1,failure,1
33,blue-collar,divorced,secondary,0,75,1,1,unknown,12,may,94,2,412.0,0,unknown,1
25,admin.,single,secondary,0,0,1,0,cellular,5,may,461,1,518.0,0,unknown,0
37,services,married,primary,0,0,1,1,unknown,12,jun,137,1,687.0,0,unknown,1
27,entrepreneur,married,secondary,0,220,1,0,unknown,19,may,480,1,369.0,0,unknown,0
36,admin.,married,secondary,0,1954,1,1,cellular,20,nov,158,2,174.0,3,failure,0
30,blue-collar,married,secondary,0,486,1,0,unknown,29,may,1109,3,352.0,0,unknown,0
25,services,single,secondary,0,333,0,1,cellular,15,jul,1056,2,357.0,0,unknown,0
37,management,single,secondary,0,793,0,0,cellular,7,oct,130,1,368.0,0,unknown,1
43,admin.,married,secondary,0,429,1,1,unknown,3,jun,35,32,367.0,0,unknown,0
29,self-employed,single,tertiary,0,162,0,1,cellular,25,jul,324,1,373.0,0,unknown,1
36,management,married,tertiary,0,812,0,0,cellular,7,aug,99,4,343.0,0,unknown,0
30,management,single,tertiary,0,20261,1,0,cellular,28,aug,81,10,349.0,0,unknown,0
37,blue-collar,married,primary,0,95,1,0,cellular,5,feb,415,2,272.0,2,failure,0
52,management,married,tertiary,0,2635,0,0,cellular,6,sep,313,1,108.0,8,success,0
58,management,married,tertiary,0,230,1,0,telephone,30,jul,339,10,364.0,0,unknown,1
51,blue-collar,married,primary,0,541,0,0,cellular,11,aug,663,3,352.0,0,unknown,0
55,unemployed,married,secondary,0,2489,0,0,cellular,30,jul,207,1,349.0,0,unknown,0
56,retired,divorced,secondary,0,4,0,0,unknown,17,jun,135,1,345.0,0,unknown,1
28,housemaid,married,primary,0,5,0,0,cellular,28,jan,30,1,343.0,0,unknown,0
31,services,married,secondary,0,1783,1,1,cellular,6,may,219,1,352.0,0,unknown,1
29,technician,married,secondary,0,273,0,0,cellular,4,feb,2775,2,367.0,0,unknown,0
32,technician,single,secondary,0,493,0,0,cellular,13,aug,289,2,343.0,0,unknown,1
22,management,single,tertiary,0,104,0,1,cellular,18,oct,509,1,185.0,3,success,0
33,admin.,single,secondary,0,585,1,0,cellular,21,jul,147,5,352.0,0,unknown,0
30,management,married,tertiary,0,101,1,0,cellular,17,jul,88,1,369.0,0,unknown,1
30,admin.,single,tertiary,0,732,0,0,cellular,20,nov,179,1,532.0,0,unknown,1
31,management,married,tertiary,0,0,1,0,cellular,18,nov,47,1,360.0,0,unknown,0
32,blue-collar,married,primary,0,9750,1,0,cellular,21,nov,51,2,358.0,0,unknown,1
23,admin.,single,secondary,0,1104,1,0,unknown,12,may,120,2,374.0,0,unknown,1
37,blue-collar,married,secondary,0,128,1,0,telephone,8,jul,379,3,356.0,0,unknown,0
34,management,single,tertiary,0,1009,1,0,cellular,12,aug,68,2,357.0,0,unknown,1
30,services,single,secondary,0,-100,1,1,cellular,15,may,292,1,357.0,0,unknown,1
55,retired,married,primary,0,0,0,0,unknown,5,jun,272,1,349.0,0,unknown,0
32,blue-collar,married,primary,0,410,1,0,unknown,23,may,115,2,477.0,0,unknown,1
30,admin.,single,secondary,0,1450,1,0,cellular,18,may,298,1,355.0,1,failure,1
59,retired,married,unknown,0,1116,0,0,cellular,7,aug,149,2,99.0,1,failure,1
41,housemaid,married,primary,0,39,0,0,cellular,21,aug,299,4,352.0,0,unknown,1
41,blue-collar,married,secondary,0,213,1,0,unknown,8,may,10,2,363.0,0,unknown,0
49,admin.,single,secondary,0,275,0,0,unknown,8,may,14,1,367.0,0,unknown,1
34,technician,single,secondary,0,10890,0,0,cellular,20,aug,46,14,363.0,0,unknown,0
42,blue-collar,married,secondary,0,-430,1,0,cellular,19,nov,298,2,363.0,0,unknown,1
58,admin.,married,secondary,0,1686,0,0,cellular,4,aug,110,2,370.0,0,unknown,0
29,technician,married,tertiary,0,1337,1,0,cellular,17,jul,125,2,351.0,0,unknown,1
31,technician,single,secondary,0,159,0,0,cellular,20,aug,129,1,391.0,0,unknown,1
58,retired,married,secondary,0,3542,1,0,telephone,29,jul,345,17,356.0,0,unknown,1
44,blue-collar,single,secondary,0,36,1,0,unknown,8,may,712,1,370.0,0,unknown,0
33,blue-collar,married,secondary,0,-45,1,0,unknown,26,may,240,2,363.0,0,unknown,1
45,management,married,tertiary,0,273,1,0,cellular,2,jun,163,1,95.0,2,failure,1
52,technician,married,secondary,0,192,1,0,cellular,23,jul,61,2,343.0,0,unknown,0
49,blue-collar,married,primary,0,-167,0,0,cellular,7,jul,51,1,370.0,0,unknown,0
35,services,married,secondary,0,207,1,0,unknown,26,may,312,1,479.0,0,unknown,1
39,self-employed,married,secondary,0,235,0,0,unknown,9,jun,217,1,363.0,0,unknown,1
29,services,married,secondary,0,376,0,1,telephone,28,jan,49,3,183.0,4,failure,0
44,blue-collar,married,secondary,1,105,1,0,cellular,20,apr,586,1,366.0,0,unknown,1
46,management,married,tertiary,0,716,1,1,cellular,17,nov,106,1,371.0,0,unknown,1
31,blue-collar,single,secondary,0,25,0,0,cellular,4,feb,143,1,360.0,0,unknown,1
50,blue-collar,married,secondary,0,1498,1,0,cellular,18,jul,223,1,355.0,0,unknown,0
37,services,divorced,primary,0,260,1,0,cellular,17,apr,446,2,351.0,0,unknown,0
40,blue-collar,single,primary,0,1,0,0,unknown,20,jun,18,11,343.0,0,unknown,0
31,technician,single,tertiary,0,1463,0,0,cellular,11,aug,97,2,372.0,0,unknown,1
35,services,single,secondary,0,49,0,0,cellular,30,jan,346,1,361.0,0,unknown,1
49,technician,married,secondary,0,-353,1,1,unknown,27,may,123,2,370.0,0,unknown,0
32,management,married,tertiary,0,678,0,0,cellular,28,aug,13,15,359.0,0,unknown,0
34,blue-collar,married,secondary,0,1979,1,0,cellular,20,nov,283,1,461.0,0,unknown,1
36,technician,single,secondary,0,7503,1,0,telephone,5,may,193,1,335.0,1,failure,0
34,admin.,single,tertiary,0,4254,1,0,cellular,18,may,104,3,178.0,1,success,0
27,self-employed,single,tertiary,0,4574,0,0,cellular,12,aug,187,2,371.0,0,unknown,1
39,management,single,tertiary,0,0,1,0,cellular,16,apr,81,2,389.0,0,unknown,0
30,admin.,married,secondary,0,222,0,0,telephone,14,jul,343,9,352.0,0,unknown,1
41,blue-collar,married,unknown,0,31,0,0,unknown,12,may,529,2,370.0,0,unknown,0
31,unemployed,married,secondary,0,24,1,0,cellular,19,nov,631,1,371.0,0,unknown,0
35,blue-collar,married,secondary,0,496,1,0,cellular,18,nov,135,3,362.0,0,unknown,1
26,services,single,secondary,0,209,1,0,cellular,22,jul,319,2,349.0,0,unknown,1
37,management,single,tertiary,0,33,1,0,cellular,12,mar,186,1,365.0,0,unknown,1
45,admin.,divorced,secondary,0,875,1,1,unknown,23,may,292,2,355.0,0,unknown,1
28,technician,single,tertiary,0,1026,1,0,cellular,13,may,101,3,363.0,0,unknown,1
44,services,married,secondary,0,-75,1,0,unknown,26,may,104,1,489.0,0,unknown,1
38,management,married,tertiary,0,1257,0,0,cellular,12,oct,166,1,365.0,0,unknown,1
46,blue-collar,married,primary,0,537,0,0,unknown,26,may,222,5,368.0,0,unknown,0
48,technician,married,secondary,0,1600,0,0,cellular,5,aug,117,1,542.0,0,unknown,0
33,blue-collar,married,primary,0,142,1,0,cellular,13,may,136,5,352.0,0,unknown,0
71,retired,single,tertiary,0,1285,0,0,telephone,27,jul,195,2,366.0,0,unknown,0
42,management,divorced,tertiary,0,238,0,0,cellular,25,sep,692,1,389.0,0,unknown,0
30,blue-collar,single,secondary,0,239,1,0,unknown,23,may,785,1,350.0,0,unknown,0
28,admin.,single,secondary,0,-39,0,1,cellular,18,jul,64,2,458.0,0,unknown,1
35,technician,divorced,secondary,0,44,1,1,cellular,7,may,366,1,167.0,2,failure,1
55,blue-collar,married,tertiary,0,1341,0,0,cellular,22,aug,46,8,370.0,0,unknown,0
32,housemaid,divorced,secondary,0,0,1,0,cellular,11,jul,93,2,347.0,0,unknown,1
33,technician,single,secondary,0,0,1,0,cellular,28,jan,191,2,343.0,0,unknown,1
45,self-employed,married,secondary,0,-124,0,0,cellular,25,aug,343,4,363.0,0,unknown,0
36,management,married,tertiary,0,6138,1,1,cellular,21,nov,358,4,343.0,0,unknown,0
41,entrepreneur,married,secondary,0,718,1,0,unknown,14,may,318,2,350.0,0,unknown,0
42,technician,married,secondary,0,488,0,0,cellular,9,apr,230,1,325.0,1,other,1
50,blue-collar,married,primary,0,403,0,0,cellular,28,aug,119,6,370.0,0,unknown,0
33,management,single,tertiary,0,1956,0,0,telephone,8,nov,76,1,343.0,0,unknown,1
32,management,married,tertiary,0,1196,1,0,cellular,11,jul,508,1,349.0,0,unknown,0
57,admin.,divorced,secondary,0,-140,1,0,unknown,28,may,264,2,364.0,0,unknown,0
31,student,single,unknown,0,2347,0,0,cellular,18,dec,180,2,532.0,0,unknown,1
46,management,divorced,tertiary,0,233,1,1,cellular,14,may,57,4,371.0,0,unknown,1
35,technician,divorced,unknown,0,244,0,0,cellular,21,jul,54,10,528.0,0,unknown,1
47,management,married,tertiary,0,866,0,0,unknown,20,jun,7,7,376.0,0,unknown,0
40,admin.,single,secondary,0,2040,1,0,cellular,18,may,906,2,350.0,2,failure,0
33,management,married,tertiary,0,603,1,0,cellular,29,jan,265,1,850.0,0,unknown,1
38,admin.,married,secondary,0,884,1,0,unknown,5,jun,57,2,370.0,0,unknown,1
37,services,married,secondary,0,-21,1,1,unknown,23,may,61,2,356.0,0,unknown,0
35,management,married,tertiary,0,317,1,0,unknown,23,may,162,3,366.0,0,unknown,0
29,management,single,tertiary,0,91,0,0,cellular,30,apr,99,1,274.0,4,other,1
30,self-employed,single,tertiary,0,3137,1,0,cellular,31,jul,368,7,365.0,0,unknown,0
68,retired,married,secondary,0,3588,0,0,telephone,3,apr,119,1,351.0,0,unknown,1
27,entrepreneur,married,tertiary,0,139,0,0,cellular,15,jul,448,5,616.0,0,unknown,0
33,management,single,tertiary,0,21096,1,0,unknown,2,jun,144,2,350.0,0,unknown,0
49,unemployed,divorced,secondary,0,-214,1,0,cellular,23,jul,73,1,365.0,0,unknown,0
22,services,single,secondary,0,236,1,0,cellular,18,may,236,2,350.0,0,unknown,1
43,blue-collar,married,secondary,0,413,1,0,cellular,12,aug,235,2,182.0,4,success,1
30,blue-collar,single,secondary,0,183,1,0,cellular,18,jul,610,1,358.0,0,unknown,0
40,blue-collar,married,secondary,0,1009,1,1,unknown,20,jun,1036,5,343.0,0,unknown,0
48,blue-collar,married,secondary,0,904,1,0,unknown,5,may,128,2,390.0,0,unknown,0
46,management,married,tertiary,0,0,0,0,cellular,18,nov,716,2,110.0,3,other,0
35,management,married,tertiary,1,89,0,1,unknown,8,may,166,3,349.0,0,unknown,1
53,entrepreneur,married,secondary,0,0,0,0,cellular,29,aug,88,3,412.0,0,unknown,0
57,technician,divorced,secondary,0,1244,1,0,cellular,18,jul,383,1,347.0,0,unknown,0
39,services,married,secondary,0,3165,1,0,cellular,15,may,56,1,368.0,2,failure,1
35,technician,single,secondary,0,79,1,0,cellular,26,aug,12,16,371.0,0,unknown,0
52,self-employed,married,secondary,0,-488,1,0,unknown,29,may,322,1,344.0,0,unknown,1
25,management,single,tertiary,0,137,1,0,cellular,24,jul,281,3,363.0,0,unknown,0
37,blue-collar,married,primary,0,-107,1,0,unknown,16,jun,25,1,426.0,0,unknown,0
29,technician,single,tertiary,0,195,1,1,cellular,6,feb,210,16,370.0,0,unknown,0
35,technician,single,tertiary,0,33,0,0,cellular,29,aug,300,2,351.0,0,unknown,0
28,blue-collar,single,secondary,0,3817,1,0,cellular,4,may,528,3,355.0,0,unknown,0
51,blue-collar,married,unknown,0,0,1,0,telephone,7,may,10,4,364.0,0,unknown,1
54,housemaid,divorced,primary,0,502,1,0,cellular,20,apr,317,1,670.0,0,unknown,0
34,management,single,tertiary,0,886,1,0,cellular,21,aug,104,2,350.0,0,unknown,1
38,management,married,tertiary,0,1482,1,1,cellular,21,jul,361,1,349.0,0,unknown,1
44,management,divorced,tertiary,0,2367,0,0,cellular,22,sep,263,1,184.0,6,success,0
27,self-employed,single,tertiary,0,1000,0,0,cellular,29,jan,71,1,370.0,0,unknown,1
33,management,single,tertiary,0,2059,0,0,cellular,29,aug,106,2,346.0,0,unknown,1
39,services,single,secondary,0,1163,1,0,cellular,7,may,432,3,363.0,2,other,0
56,admin.,divorced,secondary,0,279,1,0,cellular,11,may,288,2,345.0,0,unknown,1
25,admin.,single,tertiary,0,1056,1,0,cellular,15,may,363,1,461.0,0,unknown,0
35,blue-collar,married,secondary,0,514,1,0,unknown,20,may,247,2,651.0,0,unknown,0
43,unknown,married,primary,0,2113,0,0,cellular,29,jul,33,2,345.0,0,unknown,1
57,retired,married,tertiary,0,1180,1,1,unknown,14,may,191,2,364.0,0,unknown,1
53,admin.,single,primary,0,0,1,0,cellular,7,may,176,1,322.0,5,other,0
35,services,married,secondary,0,868,0,0,cellular,6,feb,36,1,674.0,0,unknown,0
54,blue-collar,married,primary,0,1087,1,0,unknown,12,jun,77,1,389.0,0,unknown,1
27,entrepreneur,married,secondary,0,97,1,1,cellular,18,may,13,3,518.0,0,unknown,0
23,admin.,single,tertiary,0,230,0,0,cellular,5,jun,264,1,360.0,0,unknown,1
49,self-employed,married,tertiary,0,503,1,0,cellular,21,jul,507,1,561.0,0,unknown,0
34,technician,married,secondary,0,603,1,0,cellular,28,jul,51,4,434.0,1,failure,1
54,management,married,secondary,1,5249,1,0,cellular,17,nov,108,1,349.0,0,unknown,0
49,technician,married,tertiary,0,503,0,0,unknown,1,jul,297,2,364.0,0,unknown,0
80,retired,divorced,primary,0,5861,0,0,telephone,26,apr,92,8,358.0,0,unknown,1
41,management,single,tertiary,0,0,1,0,cellular,17,jul,509,7,345.0,0,unknown,0
56,admin.,married,secondary,0,3784,0,0,unknown,21,may,672,6,374.0,0,unknown,1
32,management,married,tertiary,0,396,1,0,cellular,20,aug,319,3,373.0,0,unknown,0
25,technician,single,secondary,0,-80,1,1,unknown,3,jun,89,1,343.0,0,unknown,0
35,technician,married,secondary,0,650,1,0,cellular,14,may,241,2,349.0,2,failure,1
57,management,married,primary,0,80,0,1,cellular,31,jul,158,7,368.0,0,unknown,0
53,blue-collar,married,primary,1,-462,0,0,cellular,29,jan,470,1,365.0,0,unknown,0
35,management,single,tertiary,0,243,1,0,unknown,12,may,102,3,457.0,0,unknown,0
32,management,single,tertiary,0,1,0,0,cellular,20,aug,108,5,370.0,0,unknown,0
41,unknown,single,unknown,0,1259,0,0,unknown,11,jun,177,8,368.0,0,unknown,0
34,technician,married,secondary,0,260,1,0,cellular,17,apr,20,2,238.0,2,failure,0
